ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
2020-03-01,CHE,GADM,CHE.10_1,Graub-nden,-0.02993,0.24356,full_february,DAY_OF_WEEK
2020-03-02,CHE,GADM,CHE.10_1,Graub-nden,-0.05976,0.19443,full_february,DAY_OF_WEEK
2020-03-03,CHE,GADM,CHE.10_1,Graub-nden,-0.02703,0.18838,full_february,DAY_OF_WEEK
2020-03-04,CHE,GADM,CHE.10_1,Graub-nden,0.00252,0.17778,full_february,DAY_OF_WEEK
2020-03-05,CHE,GADM,CHE.10_1,Graub-nden,-0.0851,0.19165,full_february,DAY_OF_WEEK
2020-03-06,CHE,GADM,CHE.10_1,Graub-nden,-0.06848,0.17378,full_february,DAY_OF_WEEK
2020-03-07,CHE,GADM,CHE.10_1,Graub-nden,-0.08886,0.20306,full_february,DAY_OF_WEEK
2020-03-08,CHE,GADM,CHE.10_1,Graub-nden,0.09645,0.23119,full_february,DAY_OF_WEEK
2020-03-09,CHE,GADM,CHE.10_1,Graub-nden,-0.05977,0.18804,full_february,DAY_OF_WEEK
2020-03-10,CHE,GADM,CHE.10_1,Graub-nden,-0.11008,0.21778,full_february,DAY_OF_WEEK
2020-03-11,CHE,GADM,CHE.10_1,Graub-nden,-0.02132,0.17539,full_february,DAY_OF_WEEK
2020-03-12,CHE,GADM,CHE.10_1,Graub-nden,-0.02983,0.18259,full_february,DAY_OF_WEEK
2020-03-13,CHE,GADM,CHE.10_1,Graub-nden,-0.09034,0.18731,full_february,DAY_OF_WEEK
2020-03-14,CHE,GADM,CHE.10_1,Graub-nden,-0.20614,0.24265,full_february,DAY_OF_WEEK
2020-03-15,CHE,GADM,CHE.10_1,Graub-nden,-0.17376,0.3129,full_february,DAY_OF_WEEK
2020-03-16,CHE,GADM,CHE.10_1,Graub-nden,-0.11262,0.2182,full_february,DAY_OF_WEEK
2020-03-17,CHE,GADM,CHE.10_1,Graub-nden,-0.14547,0.24208,full_february,DAY_OF_WEEK
2020-03-18,CHE,GADM,CHE.10_1,Graub-nden,-0.16748,0.25252,full_february,DAY_OF_WEEK
2020-03-19,CHE,GADM,CHE.10_1,Graub-nden,-0.24312,0.27564,full_february,DAY_OF_WEEK
2020-03-20,CHE,GADM,CHE.10_1,Graub-nden,-0.26282,0.27969,full_february,DAY_OF_WEEK
2020-03-21,CHE,GADM,CHE.10_1,Graub-nden,-0.4126,0.36431,full_february,DAY_OF_WEEK
2020-03-22,CHE,GADM,CHE.10_1,Graub-nden,-0.53814,0.52089,full_february,DAY_OF_WEEK
2020-03-23,CHE,GADM,CHE.10_1,Graub-nden,-0.29348,0.30841,full_february,DAY_OF_WEEK
2020-03-24,CHE,GADM,CHE.10_1,Graub-nden,-0.27124,0.31134,full_february,DAY_OF_WEEK
2020-03-25,CHE,GADM,CHE.10_1,Graub-nden,-0.30365,0.32895,full_february,DAY_OF_WEEK
2020-03-26,CHE,GADM,CHE.10_1,Graub-nden,-0.30691,0.32665,full_february,DAY_OF_WEEK
2020-03-27,CHE,GADM,CHE.10_1,Graub-nden,-0.32741,0.31434,full_february,DAY_OF_WEEK
2020-03-28,CHE,GADM,CHE.10_1,Graub-nden,-0.37608,0.3429,full_february,DAY_OF_WEEK
2020-03-29,CHE,GADM,CHE.10_1,Graub-nden,-0.49514,0.4814,full_february,DAY_OF_WEEK
2020-03-30,CHE,GADM,CHE.10_1,Graub-nden,-0.36855,0.35278,full_february,DAY_OF_WEEK
2020-03-31,CHE,GADM,CHE.10_1,Graub-nden,-0.27097,0.29893,full_february,DAY_OF_WEEK
2020-04-01,CHE,GADM,CHE.10_1,Graub-nden,-0.23697,0.28714,full_february,DAY_OF_WEEK
2020-04-02,CHE,GADM,CHE.10_1,Graub-nden,-0.27963,0.29341,full_february,DAY_OF_WEEK
2020-04-03,CHE,GADM,CHE.10_1,Graub-nden,-0.26095,0.28111,full_february,DAY_OF_WEEK
2020-04-04,CHE,GADM,CHE.10_1,Graub-nden,-0.32691,0.31055,full_february,DAY_OF_WEEK
2020-04-05,CHE,GADM,CHE.10_1,Graub-nden,-0.334,0.40127,full_february,DAY_OF_WEEK
2020-04-06,CHE,GADM,CHE.10_1,Graub-nden,-0.22871,0.2848,full_february,DAY_OF_WEEK
2020-04-07,CHE,GADM,CHE.10_1,Graub-nden,-0.1754,0.26805,full_february,DAY_OF_WEEK
2020-04-08,CHE,GADM,CHE.10_1,Graub-nden,-0.17087,0.25934,full_february,DAY_OF_WEEK
2020-04-09,CHE,GADM,CHE.10_1,Graub-nden,-0.16069,0.25565,full_february,DAY_OF_WEEK
2020-04-10,CHE,GADM,CHE.10_1,Graub-nden,-0.40165,0.38624,full_february,DAY_OF_WEEK
2020-04-11,CHE,GADM,CHE.10_1,Graub-nden,-0.26273,0.27664,full_february,DAY_OF_WEEK
2020-04-12,CHE,GADM,CHE.10_1,Graub-nden,-0.3536,0.38873,full_february,DAY_OF_WEEK
2020-04-13,CHE,GADM,CHE.10_1,Graub-nden,-0.35916,0.3645,full_february,DAY_OF_WEEK
2020-04-14,CHE,GADM,CHE.10_1,Graub-nden,-0.21626,0.27153,full_february,DAY_OF_WEEK
2020-04-15,CHE,GADM,CHE.10_1,Graub-nden,-0.15246,0.26159,full_february,DAY_OF_WEEK
2020-04-16,CHE,GADM,CHE.10_1,Graub-nden,-0.19574,0.27392,full_february,DAY_OF_WEEK
2020-04-17,CHE,GADM,CHE.10_1,Graub-nden,-0.17972,0.24253,full_february,DAY_OF_WEEK
2020-04-18,CHE,GADM,CHE.10_1,Graub-nden,-0.25566,0.28986,full_february,DAY_OF_WEEK
2020-04-19,CHE,GADM,CHE.10_1,Graub-nden,-0.291,0.38141,full_february,DAY_OF_WEEK
2020-04-20,CHE,GADM,CHE.10_1,Graub-nden,-0.21033,0.27692,full_february,DAY_OF_WEEK
2020-04-21,CHE,GADM,CHE.10_1,Graub-nden,-0.15681,0.26807,full_february,DAY_OF_WEEK
2020-04-22,CHE,GADM,CHE.10_1,Graub-nden,-0.09687,0.24861,full_february,DAY_OF_WEEK
2020-04-23,CHE,GADM,CHE.10_1,Graub-nden,-0.116,0.24089,full_february,DAY_OF_WEEK
2020-04-24,CHE,GADM,CHE.10_1,Graub-nden,-0.14418,0.23447,full_february,DAY_OF_WEEK
2020-04-25,CHE,GADM,CHE.10_1,Graub-nden,-0.26675,0.29776,full_february,DAY_OF_WEEK
2020-04-26,CHE,GADM,CHE.10_1,Graub-nden,-0.29242,0.37882,full_february,DAY_OF_WEEK
2020-04-27,CHE,GADM,CHE.10_1,Graub-nden,-0.13026,0.22978,full_february,DAY_OF_WEEK
2020-04-28,CHE,GADM,CHE.10_1,Graub-nden,-0.14067,0.24433,full_february,DAY_OF_WEEK
2020-04-29,CHE,GADM,CHE.10_1,Graub-nden,-0.15704,0.26056,full_february,DAY_OF_WEEK
2020-04-30,CHE,GADM,CHE.10_1,Graub-nden,-0.17141,0.26559,full_february,DAY_OF_WEEK
2020-05-01,CHE,GADM,CHE.10_1,Graub-nden,-0.18643,0.24363,full_february,DAY_OF_WEEK
2020-05-02,CHE,GADM,CHE.10_1,Graub-nden,-0.25432,0.27636,full_february,DAY_OF_WEEK
2020-05-03,CHE,GADM,CHE.10_1,Graub-nden,-0.19765,0.34188,full_february,DAY_OF_WEEK
2020-05-04,CHE,GADM,CHE.10_1,Graub-nden,-0.06107,0.22126,full_february,DAY_OF_WEEK
2020-05-05,CHE,GADM,CHE.10_1,Graub-nden,-0.1396,0.26529,full_february,DAY_OF_WEEK
2020-05-06,CHE,GADM,CHE.10_1,Graub-nden,-0.06608,0.23936,full_february,DAY_OF_WEEK
2020-05-07,CHE,GADM,CHE.10_1,Graub-nden,-0.01995,0.21203,full_february,DAY_OF_WEEK
2020-05-08,CHE,GADM,CHE.10_1,Graub-nden,-0.02843,0.19751,full_february,DAY_OF_WEEK
2020-05-09,CHE,GADM,CHE.10_1,Graub-nden,-0.07298,0.22434,full_february,DAY_OF_WEEK
2020-05-10,CHE,GADM,CHE.10_1,Graub-nden,-0.20046,0.33873,full_february,DAY_OF_WEEK
2020-05-11,CHE,GADM,CHE.10_1,Graub-nden,-0.06954,0.21454,full_february,DAY_OF_WEEK
2020-05-12,CHE,GADM,CHE.10_1,Graub-nden,-0.03257,0.20226,full_february,DAY_OF_WEEK
2020-05-13,CHE,GADM,CHE.10_1,Graub-nden,-0.04939,0.23274,full_february,DAY_OF_WEEK
2020-05-14,CHE,GADM,CHE.10_1,Graub-nden,-0.03616,0.20078,full_february,DAY_OF_WEEK
2020-05-15,CHE,GADM,CHE.10_1,Graub-nden,-0.07256,0.21785,full_february,DAY_OF_WEEK
2020-05-16,CHE,GADM,CHE.10_1,Graub-nden,-0.15081,0.25591,full_february,DAY_OF_WEEK
2020-05-17,CHE,GADM,CHE.10_1,Graub-nden,-0.09778,0.30171,full_february,DAY_OF_WEEK
2020-05-18,CHE,GADM,CHE.10_1,Graub-nden,0.03823,0.18617,full_february,DAY_OF_WEEK
2020-05-19,CHE,GADM,CHE.10_1,Graub-nden,0.04415,0.18735,full_february,DAY_OF_WEEK
2020-05-20,CHE,GADM,CHE.10_1,Graub-nden,0.09211,0.18188,full_february,DAY_OF_WEEK
2020-05-21,CHE,GADM,CHE.10_1,Graub-nden,-0.03115,0.24947,full_february,DAY_OF_WEEK
2020-05-22,CHE,GADM,CHE.10_1,Graub-nden,0.05664,0.1753,full_february,DAY_OF_WEEK
2020-05-23,CHE,GADM,CHE.10_1,Graub-nden,-0.09184,0.21817,full_february,DAY_OF_WEEK
2020-05-24,CHE,GADM,CHE.10_1,Graub-nden,-0.02943,0.28195,full_february,DAY_OF_WEEK
2020-05-25,CHE,GADM,CHE.10_1,Graub-nden,0.03544,0.17715,full_february,DAY_OF_WEEK
2020-05-26,CHE,GADM,CHE.10_1,Graub-nden,0.09652,0.17452,full_february,DAY_OF_WEEK
2020-05-27,CHE,GADM,CHE.10_1,Graub-nden,0.09305,0.17407,full_february,DAY_OF_WEEK
2020-05-28,CHE,GADM,CHE.10_1,Graub-nden,0.04256,0.18444,full_february,DAY_OF_WEEK
2020-05-29,CHE,GADM,CHE.10_1,Graub-nden,0.0819,0.16423,full_february,DAY_OF_WEEK
2020-05-30,CHE,GADM,CHE.10_1,Graub-nden,0.01151,0.19151,full_february,DAY_OF_WEEK
2020-05-31,CHE,GADM,CHE.10_1,Graub-nden,0.05557,0.24772,full_february,DAY_OF_WEEK
2020-06-01,CHE,GADM,CHE.10_1,Graub-nden,0.09349,0.22116,full_february,DAY_OF_WEEK
2020-06-02,CHE,GADM,CHE.10_1,Graub-nden,0.08751,0.15353,full_february,DAY_OF_WEEK
2020-06-03,CHE,GADM,CHE.10_1,Graub-nden,0.08966,0.16732,full_february,DAY_OF_WEEK
2020-06-04,CHE,GADM,CHE.10_1,Graub-nden,-0.04925,0.1911,full_february,DAY_OF_WEEK
2020-06-05,CHE,GADM,CHE.10_1,Graub-nden,-0.00115,0.17508,full_february,DAY_OF_WEEK
2020-06-06,CHE,GADM,CHE.10_1,Graub-nden,-0.03205,0.19591,full_february,DAY_OF_WEEK
2020-06-07,CHE,GADM,CHE.10_1,Graub-nden,-0.35656,0.39702,full_february,DAY_OF_WEEK
2020-06-08,CHE,GADM,CHE.10_1,Graub-nden,-0.00725,0.17612,full_february,DAY_OF_WEEK
2020-06-09,CHE,GADM,CHE.10_1,Graub-nden,0.00581,0.17312,full_february,DAY_OF_WEEK
2020-06-10,CHE,GADM,CHE.10_1,Graub-nden,-0.01179,0.19155,full_february,DAY_OF_WEEK
2020-06-11,CHE,GADM,CHE.10_1,Graub-nden,-0.02139,0.1901,full_february,DAY_OF_WEEK
2020-06-12,CHE,GADM,CHE.10_1,Graub-nden,0.07249,0.1511,full_february,DAY_OF_WEEK
2020-06-13,CHE,GADM,CHE.10_1,Graub-nden,0.02561,0.17565,full_february,DAY_OF_WEEK
2020-06-14,CHE,GADM,CHE.10_1,Graub-nden,-0.17799,0.30935,full_february,DAY_OF_WEEK
2020-06-15,CHE,GADM,CHE.10_1,Graub-nden,0.04173,0.1671,full_february,DAY_OF_WEEK
2020-06-16,CHE,GADM,CHE.10_1,Graub-nden,0.04281,0.17242,full_february,DAY_OF_WEEK
2020-06-17,CHE,GADM,CHE.10_1,Graub-nden,0.03484,0.18192,full_february,DAY_OF_WEEK
2020-06-18,CHE,GADM,CHE.10_1,Graub-nden,0.06373,0.15671,full_february,DAY_OF_WEEK
2020-06-19,CHE,GADM,CHE.10_1,Graub-nden,-0.00111,0.16699,full_february,DAY_OF_WEEK
2020-06-20,CHE,GADM,CHE.10_1,Graub-nden,0.02073,0.17479,full_february,DAY_OF_WEEK
2020-06-21,CHE,GADM,CHE.10_1,Graub-nden,0.01013,0.26344,full_february,DAY_OF_WEEK
2020-06-22,CHE,GADM,CHE.10_1,Graub-nden,0.07124,0.1585,full_february,DAY_OF_WEEK
2020-06-23,CHE,GADM,CHE.10_1,Graub-nden,0.14589,0.14935,full_february,DAY_OF_WEEK
2020-06-24,CHE,GADM,CHE.10_1,Graub-nden,0.16774,0.1437,full_february,DAY_OF_WEEK
2020-06-25,CHE,GADM,CHE.10_1,Graub-nden,0.12192,0.14961,full_february,DAY_OF_WEEK
2020-06-26,CHE,GADM,CHE.10_1,Graub-nden,0.15065,0.14878,full_february,DAY_OF_WEEK
2020-06-27,CHE,GADM,CHE.10_1,Graub-nden,0.05063,0.18068,full_february,DAY_OF_WEEK
2020-06-28,CHE,GADM,CHE.10_1,Graub-nden,0.07682,0.23312,full_february,DAY_OF_WEEK
2020-06-29,CHE,GADM,CHE.10_1,Graub-nden,0.00683,0.17285,full_february,DAY_OF_WEEK
2020-06-30,CHE,GADM,CHE.10_1,Graub-nden,0.13434,0.1505,full_february,DAY_OF_WEEK
2020-07-01,CHE,GADM,CHE.10_1,Graub-nden,0.08975,0.15506,full_february,DAY_OF_WEEK
2020-07-02,CHE,GADM,CHE.10_1,Graub-nden,0.04404,0.16102,full_february,DAY_OF_WEEK
2020-07-03,CHE,GADM,CHE.10_1,Graub-nden,0.04393,0.1509,full_february,DAY_OF_WEEK
2020-07-04,CHE,GADM,CHE.10_1,Graub-nden,0.07689,0.17066,full_february,DAY_OF_WEEK
2020-07-05,CHE,GADM,CHE.10_1,Graub-nden,0.13253,0.21786,full_february,DAY_OF_WEEK
2020-07-06,CHE,GADM,CHE.10_1,Graub-nden,0.10114,0.15942,full_february,DAY_OF_WEEK
2020-07-07,CHE,GADM,CHE.10_1,Graub-nden,0.14932,0.14519,full_february,DAY_OF_WEEK
2020-07-08,CHE,GADM,CHE.10_1,Graub-nden,0.11418,0.14874,full_february,DAY_OF_WEEK
2020-07-09,CHE,GADM,CHE.10_1,Graub-nden,0.12508,0.15438,full_february,DAY_OF_WEEK
2020-07-10,CHE,GADM,CHE.10_1,Graub-nden,0.0985,0.15866,full_february,DAY_OF_WEEK
2020-07-11,CHE,GADM,CHE.10_1,Graub-nden,-0.03625,0.19028,full_february,DAY_OF_WEEK
2020-07-12,CHE,GADM,CHE.10_1,Graub-nden,0.09382,0.2271,full_february,DAY_OF_WEEK
2020-07-13,CHE,GADM,CHE.10_1,Graub-nden,0.15247,0.15881,full_february,DAY_OF_WEEK
2020-07-14,CHE,GADM,CHE.10_1,Graub-nden,0.11393,0.16277,full_february,DAY_OF_WEEK
2020-07-15,CHE,GADM,CHE.10_1,Graub-nden,0.04809,0.17574,full_february,DAY_OF_WEEK
2020-07-16,CHE,GADM,CHE.10_1,Graub-nden,0.02754,0.17423,full_february,DAY_OF_WEEK
2020-07-17,CHE,GADM,CHE.10_1,Graub-nden,0.04594,0.16313,full_february,DAY_OF_WEEK
2020-07-18,CHE,GADM,CHE.10_1,Graub-nden,0.10156,0.17622,full_february,DAY_OF_WEEK
2020-07-19,CHE,GADM,CHE.10_1,Graub-nden,0.15466,0.21454,full_february,DAY_OF_WEEK
2020-07-20,CHE,GADM,CHE.10_1,Graub-nden,0.18816,0.15121,full_february,DAY_OF_WEEK
2020-07-21,CHE,GADM,CHE.10_1,Graub-nden,0.11148,0.16231,full_february,DAY_OF_WEEK
2020-07-22,CHE,GADM,CHE.10_1,Graub-nden,0.12103,0.16051,full_february,DAY_OF_WEEK
2020-07-23,CHE,GADM,CHE.10_1,Graub-nden,0.13393,0.16019,full_february,DAY_OF_WEEK
2020-07-24,CHE,GADM,CHE.10_1,Graub-nden,0.06892,0.16374,full_february,DAY_OF_WEEK
2020-07-25,CHE,GADM,CHE.10_1,Graub-nden,0.09993,0.17342,full_february,DAY_OF_WEEK
2020-07-26,CHE,GADM,CHE.10_1,Graub-nden,0.09074,0.23481,full_february,DAY_OF_WEEK
2020-07-27,CHE,GADM,CHE.10_1,Graub-nden,0.17335,0.14988,full_february,DAY_OF_WEEK
2020-07-28,CHE,GADM,CHE.10_1,Graub-nden,0.16789,0.15352,full_february,DAY_OF_WEEK
2020-07-29,CHE,GADM,CHE.10_1,Graub-nden,0.13132,0.15539,full_february,DAY_OF_WEEK
2020-07-30,CHE,GADM,CHE.10_1,Graub-nden,0.15497,0.14861,full_february,DAY_OF_WEEK
2020-07-31,CHE,GADM,CHE.10_1,Graub-nden,0.11683,0.14497,full_february,DAY_OF_WEEK
2020-08-01,CHE,GADM,CHE.10_1,Graub-nden,0.00967,0.20202,full_february,DAY_OF_WEEK
2020-08-02,CHE,GADM,CHE.10_1,Graub-nden,0.09233,0.22539,full_february,DAY_OF_WEEK
2020-08-03,CHE,GADM,CHE.10_1,Graub-nden,0.02446,0.18766,full_february,DAY_OF_WEEK
2020-08-04,CHE,GADM,CHE.10_1,Graub-nden,0.04911,0.17785,full_february,DAY_OF_WEEK
2020-08-05,CHE,GADM,CHE.10_1,Graub-nden,0.16558,0.15473,full_february,DAY_OF_WEEK
2020-08-06,CHE,GADM,CHE.10_1,Graub-nden,0.15956,0.15364,full_february,DAY_OF_WEEK
2020-08-07,CHE,GADM,CHE.10_1,Graub-nden,0.14542,0.14478,full_february,DAY_OF_WEEK
2020-08-08,CHE,GADM,CHE.10_1,Graub-nden,0.10337,0.16822,full_february,DAY_OF_WEEK
2020-08-09,CHE,GADM,CHE.10_1,Graub-nden,0.18948,0.21214,full_february,DAY_OF_WEEK
2020-08-10,CHE,GADM,CHE.10_1,Graub-nden,0.10898,0.16738,full_february,DAY_OF_WEEK
2020-08-11,CHE,GADM,CHE.10_1,Graub-nden,0.108,0.16044,full_february,DAY_OF_WEEK
2020-08-12,CHE,GADM,CHE.10_1,Graub-nden,0.1573,0.15675,full_february,DAY_OF_WEEK
2020-08-13,CHE,GADM,CHE.10_1,Graub-nden,0.0621,0.16643,full_february,DAY_OF_WEEK
2020-08-14,CHE,GADM,CHE.10_1,Graub-nden,0.04078,0.16212,full_february,DAY_OF_WEEK
2020-08-15,CHE,GADM,CHE.10_1,Graub-nden,0.0628,0.1794,full_february,DAY_OF_WEEK
2020-08-16,CHE,GADM,CHE.10_1,Graub-nden,0.14111,0.22327,full_february,DAY_OF_WEEK
2020-08-17,CHE,GADM,CHE.10_1,Graub-nden,0.07452,0.16897,full_february,DAY_OF_WEEK
2020-08-18,CHE,GADM,CHE.10_1,Graub-nden,0.0849,0.1628,full_february,DAY_OF_WEEK
2020-08-19,CHE,GADM,CHE.10_1,Graub-nden,0.11703,0.15781,full_february,DAY_OF_WEEK
2020-08-20,CHE,GADM,CHE.10_1,Graub-nden,0.08423,0.15317,full_february,DAY_OF_WEEK
2020-08-21,CHE,GADM,CHE.10_1,Graub-nden,0.11475,0.14492,full_february,DAY_OF_WEEK
2020-08-22,CHE,GADM,CHE.10_1,Graub-nden,0.04261,0.18466,full_february,DAY_OF_WEEK
2020-08-23,CHE,GADM,CHE.10_1,Graub-nden,0.04276,0.2412,full_february,DAY_OF_WEEK
2020-08-24,CHE,GADM,CHE.10_1,Graub-nden,0.09275,0.16532,full_february,DAY_OF_WEEK
2020-08-25,CHE,GADM,CHE.10_1,Graub-nden,0.15949,0.15295,full_february,DAY_OF_WEEK
2020-08-26,CHE,GADM,CHE.10_1,Graub-nden,0.18326,0.14572,full_february,DAY_OF_WEEK
2020-08-27,CHE,GADM,CHE.10_1,Graub-nden,0.14565,0.14562,full_february,DAY_OF_WEEK
2020-08-28,CHE,GADM,CHE.10_1,Graub-nden,0.09007,0.15866,full_february,DAY_OF_WEEK
2020-08-29,CHE,GADM,CHE.10_1,Graubünden,-0.11703,0.21895,full_february,DAY_OF_WEEK
2020-08-30,CHE,GADM,CHE.10_1,Graubünden,-0.16781,0.30844,full_february,DAY_OF_WEEK
2020-08-31,CHE,GADM,CHE.10_1,Graubünden,0.05923,0.16687,full_february,DAY_OF_WEEK
2020-09-01,CHE,GADM,CHE.10_1,Graubünden,0.05956,0.16597,full_february,DAY_OF_WEEK
2020-09-02,CHE,GADM,CHE.10_1,Graubünden,0.07903,0.1523,full_february,DAY_OF_WEEK
2020-09-03,CHE,GADM,CHE.10_1,Graubünden,0.07302,0.15979,full_february,DAY_OF_WEEK
2020-09-04,CHE,GADM,CHE.10_1,Graubünden,0.14697,0.14842,full_february,DAY_OF_WEEK
2020-09-05,CHE,GADM,CHE.10_1,Graubünden,0.10887,0.16858,full_february,DAY_OF_WEEK
2020-09-06,CHE,GADM,CHE.10_1,Graubünden,0.0979,0.25223,full_february,DAY_OF_WEEK
2020-09-07,CHE,GADM,CHE.10_1,Graubünden,0.06086,0.18542,full_february,DAY_OF_WEEK
2020-09-08,CHE,GADM,CHE.10_1,Graubünden,0.13721,0.1508,full_february,DAY_OF_WEEK
2020-09-09,CHE,GADM,CHE.10_1,Graubünden,0.12679,0.14821,full_february,DAY_OF_WEEK
2020-09-10,CHE,GADM,CHE.10_1,Graubünden,0.06956,0.15747,full_february,DAY_OF_WEEK
2020-09-11,CHE,GADM,CHE.10_1,Graubünden,0.09573,0.1444,full_february,DAY_OF_WEEK
2020-09-12,CHE,GADM,CHE.10_1,Graubünden,0.07227,0.16419,full_february,DAY_OF_WEEK
2020-09-13,CHE,GADM,CHE.10_1,Graubünden,0.15955,0.22032,full_february,DAY_OF_WEEK
2020-09-14,CHE,GADM,CHE.10_1,Graubünden,0.09212,0.16154,full_february,DAY_OF_WEEK
2020-09-15,CHE,GADM,CHE.10_1,Graubünden,0.14685,0.1532,full_february,DAY_OF_WEEK
2020-09-16,CHE,GADM,CHE.10_1,Graubünden,0.14132,0.15438,full_february,DAY_OF_WEEK
2020-09-17,CHE,GADM,CHE.10_1,Graubünden,0.05524,0.15291,full_february,DAY_OF_WEEK
2020-09-18,CHE,GADM,CHE.10_1,Graubünden,0.12487,0.1474,full_february,DAY_OF_WEEK
2020-09-19,CHE,GADM,CHE.10_1,Graubünden,0.04148,0.18135,full_february,DAY_OF_WEEK
2020-09-20,CHE,GADM,CHE.10_1,Graubünden,0.08868,0.22596,full_february,DAY_OF_WEEK
2020-09-21,CHE,GADM,CHE.10_1,Graubünden,0.05002,0.16357,full_february,DAY_OF_WEEK
2020-09-22,CHE,GADM,CHE.10_1,Graubünden,0.08229,0.16522,full_february,DAY_OF_WEEK
2020-09-23,CHE,GADM,CHE.10_1,Graubünden,0.03955,0.16508,full_february,DAY_OF_WEEK
2020-09-24,CHE,GADM,CHE.10_1,Graubünden,0.03219,0.17067,full_february,DAY_OF_WEEK
2020-09-25,CHE,GADM,CHE.10_1,Graubünden,-0.03266,0.18848,full_february,DAY_OF_WEEK
2020-09-26,CHE,GADM,CHE.10_1,Graubünden,-0.11021,0.2119,full_february,DAY_OF_WEEK
2020-09-27,CHE,GADM,CHE.10_1,Graubünden,-0.08274,0.27563,full_february,DAY_OF_WEEK
2020-09-28,CHE,GADM,CHE.10_1,Graubünden,0.01111,0.17178,full_february,DAY_OF_WEEK
2020-09-29,CHE,GADM,CHE.10_1,Graubünden,0.02058,0.18269,full_february,DAY_OF_WEEK
2020-09-30,CHE,GADM,CHE.10_1,Graubünden,0.08354,0.15388,full_february,DAY_OF_WEEK
2020-10-01,CHE,GADM,CHE.10_1,Graubünden,0.03364,0.16159,full_february,DAY_OF_WEEK
2020-10-02,CHE,GADM,CHE.10_1,Graubünden,0.00142,0.16957,full_february,DAY_OF_WEEK
2020-10-03,CHE,GADM,CHE.10_1,Graubünden,-0.09318,0.21992,full_february,DAY_OF_WEEK
2020-10-04,CHE,GADM,CHE.10_1,Graubünden,-0.11876,0.28621,full_february,DAY_OF_WEEK
2020-10-05,CHE,GADM,CHE.10_1,Graubünden,0.01549,0.17638,full_february,DAY_OF_WEEK
2020-10-06,CHE,GADM,CHE.10_1,Graubünden,0.01745,0.17358,full_february,DAY_OF_WEEK
2020-10-07,CHE,GADM,CHE.10_1,Graubünden,0.049,0.17255,full_february,DAY_OF_WEEK
2020-10-08,CHE,GADM,CHE.10_1,Graubünden,0.04994,0.17458,full_february,DAY_OF_WEEK
2020-10-09,CHE,GADM,CHE.10_1,Graubünden,0.05346,0.1555,full_february,DAY_OF_WEEK
2020-10-10,CHE,GADM,CHE.10_1,Graubünden,-0.04748,0.19591,full_february,DAY_OF_WEEK
2020-10-11,CHE,GADM,CHE.10_1,Graubünden,-0.12265,0.29831,full_february,DAY_OF_WEEK
2020-10-12,CHE,GADM,CHE.10_1,Graubünden,0.02658,0.18939,full_february,DAY_OF_WEEK
2020-10-13,CHE,GADM,CHE.10_1,Graubünden,0.04624,0.18561,full_february,DAY_OF_WEEK
2020-10-14,CHE,GADM,CHE.10_1,Graubünden,0.03298,0.17154,full_february,DAY_OF_WEEK
2020-10-15,CHE,GADM,CHE.10_1,Graubünden,-0.03364,0.20453,full_february,DAY_OF_WEEK
2020-10-16,CHE,GADM,CHE.10_1,Graubünden,-0.0183,0.18867,full_february,DAY_OF_WEEK
2020-10-17,CHE,GADM,CHE.10_1,Graubünden,-0.10139,0.20715,full_february,DAY_OF_WEEK
2020-10-18,CHE,GADM,CHE.10_1,Graubünden,-0.09203,0.28429,full_february,DAY_OF_WEEK
2020-10-19,CHE,GADM,CHE.10_1,Graubünden,0.05877,0.17806,full_february,DAY_OF_WEEK
2020-10-20,CHE,GADM,CHE.10_1,Graubünden,0.03622,0.18584,full_february,DAY_OF_WEEK
2020-10-21,CHE,GADM,CHE.10_1,Graubünden,0.04188,0.17581,full_february,DAY_OF_WEEK
2020-10-22,CHE,GADM,CHE.10_1,Graubünden,0.01187,0.19383,full_february,DAY_OF_WEEK
2020-10-23,CHE,GADM,CHE.10_1,Graubünden,-0.01702,0.19603,full_february,DAY_OF_WEEK
2020-10-24,CHE,GADM,CHE.10_1,Graubünden,-0.11767,0.21177,full_february,DAY_OF_WEEK
2020-10-25,CHE,GADM,CHE.10_1,Graubünden,-0.06252,0.2819,full_february,DAY_OF_WEEK
2020-10-26,CHE,GADM,CHE.10_1,Graubünden,-0.07821,0.21727,full_february,DAY_OF_WEEK
2020-10-27,CHE,GADM,CHE.10_1,Graubünden,-0.03324,0.19582,full_february,DAY_OF_WEEK
2020-10-28,CHE,GADM,CHE.10_1,Graubünden,0.01113,0.19408,full_february,DAY_OF_WEEK
2020-10-29,CHE,GADM,CHE.10_1,Graubünden,-0.04201,0.19285,full_february,DAY_OF_WEEK
2020-10-30,CHE,GADM,CHE.10_1,Graubünden,0.02734,0.16728,full_february,DAY_OF_WEEK
2020-10-31,CHE,GADM,CHE.10_1,Graubünden,-0.03916,0.21067,full_february,DAY_OF_WEEK
2020-11-01,CHE,GADM,CHE.10_1,Graubünden,-0.15202,0.31042,full_february,DAY_OF_WEEK
2020-11-02,CHE,GADM,CHE.10_1,Graubünden,0.02422,0.17649,full_february,DAY_OF_WEEK
2020-11-03,CHE,GADM,CHE.10_1,Graubünden,-0.01883,0.19784,full_february,DAY_OF_WEEK
