iso_code,date,total_cases,new_cases,total_deaths,new_deaths
CHE,2020-07-30,35022.0,220.0,1825.0,0.0
CHE,2020-07-31,35232.0,210.0,1827.0,2.0
CHE,2020-08-01,35412.0,180.0,1828.0,1.0
CHE,2020-08-02,35550.0,138.0,1828.0,0.0
CHE,2020-08-03,35616.0,66.0,1828.0,0.0
CHE,2020-08-04,35746.0,130.0,1829.0,1.0
CHE,2020-08-05,35927.0,181.0,1830.0,1.0
CHE,2020-08-06,36108.0,181.0,1831.0,1.0
CHE,2020-08-07,36269.0,161.0,1832.0,1.0
CHE,2020-08-08,36451.0,182.0,1833.0,1.0
CHE,2020-08-09,36603.0,152.0,1833.0,0.0
CHE,2020-08-10,36708.0,105.0,1834.0,1.0
CHE,2020-08-11,36895.0,187.0,1835.0,1.0
CHE,2020-08-12,37169.0,274.0,1835.0,0.0
CHE,2020-08-13,37403.0,234.0,1836.0,1.0
CHE,2020-08-14,37671.0,268.0,1836.0,0.0
CHE,2020-08-15,37924.0,253.0,1838.0,2.0
CHE,2020-08-16,38124.0,200.0,1838.0,0.0
CHE,2020-08-17,38252.0,128.0,1840.0,2.0
CHE,2020-08-18,38449.0,197.0,1840.0,0.0
CHE,2020-08-19,38760.0,311.0,1840.0,0.0
CHE,2020-08-20,39026.0,266.0,1840.0,0.0
CHE,2020-08-21,39332.0,306.0,1841.0,1.0
CHE,2020-08-22,39627.0,295.0,1842.0,1.0
CHE,2020-08-23,39903.0,276.0,1843.0,1.0
CHE,2020-08-24,40060.0,157.0,1844.0,1.0
CHE,2020-08-25,40262.0,202.0,1844.0,0.0
CHE,2020-08-26,40645.0,383.0,1844.0,0.0
CHE,2020-08-27,41006.0,361.0,1845.0,1.0
CHE,2020-08-28,41346.0,340.0,1845.0,0.0
CHE,2020-08-29,41722.0,376.0,1846.0,1.0
CHE,2020-08-30,42014.0,292.0,1847.0,1.0
CHE,2020-08-31,42177.0,163.0,1848.0,1.0
CHE,2020-09-01,42393.0,216.0,1848.0,0.0
CHE,2020-09-02,42763.0,370.0,1851.0,3.0
CHE,2020-09-03,43127.0,364.0,1851.0,0.0
CHE,2020-09-04,43532.0,405.0,1852.0,1.0
CHE,2020-09-05,43957.0,425.0,1853.0,1.0
CHE,2020-09-06,44401.0,444.0,1857.0,4.0
CHE,2020-09-07,44592.0,191.0,1857.0,0.0
CHE,2020-09-08,44837.0,245.0,1859.0,2.0
CHE,2020-09-09,45306.0,469.0,1862.0,3.0
CHE,2020-09-10,45711.0,405.0,1862.0,0.0
CHE,2020-09-11,46239.0,528.0,1866.0,4.0
CHE,2020-09-12,46704.0,465.0,1870.0,4.0
CHE,2020-09-13,47179.0,475.0,1870.0,0.0
CHE,2020-09-14,47436.0,257.0,1870.0,0.0
CHE,2020-09-15,47751.0,315.0,1871.0,1.0
CHE,2020-09-16,48265.0,514.0,1878.0,7.0
CHE,2020-09-17,48795.0,530.0,1883.0,5.0
CHE,2020-09-18,49283.0,488.0,1886.0,3.0
CHE,2020-09-19,49283.0,0.0,1890.0,4.0
CHE,2020-09-20,49283.0,0.0,1890.0,0.0
CHE,2020-09-21,50378.0,1095.0,1893.0,3.0
CHE,2020-09-22,50664.0,286.0,1894.0,1.0
CHE,2020-09-23,51101.0,437.0,1897.0,3.0
CHE,2020-09-24,51492.0,391.0,1901.0,4.0
CHE,2020-09-25,51864.0,372.0,1902.0,1.0
CHE,2020-09-26,51864.0,0.0,1903.0,1.0
CHE,2020-09-27,51864.0,0.0,1904.0,1.0
CHE,2020-09-28,52646.0,782.0,1908.0,4.0
CHE,2020-09-29,52871.0,225.0,1908.0,0.0
CHE,2020-09-30,53282.0,411.0,1908.0,0.0
CHE,2020-10-01,53832.0,550.0,1912.0,4.0
CHE,2020-10-02,54384.0,552.0,1913.0,1.0
CHE,2020-10-03,54384.0,0.0,1913.0,0.0
CHE,2020-10-04,54384.0,0.0,1914.0,1.0
CHE,2020-10-05,55932.0,1548.0,1916.0,2.0
CHE,2020-10-06,56632.0,700.0,1918.0,2.0
CHE,2020-10-07,57709.0,1077.0,1919.0,1.0
CHE,2020-10-08,58881.0,1172.0,1923.0,4.0
CHE,2020-10-09,60368.0,1487.0,1925.0,2.0
CHE,2020-10-10,60368.0,0.0,1927.0,2.0
CHE,2020-10-11,60368.0,0.0,1930.0,3.0
CHE,2020-10-12,64436.0,4068.0,1936.0,6.0
CHE,2020-10-13,65881.0,1445.0,1944.0,8.0
CHE,2020-10-14,68704.0,2823.0,1950.0,6.0
CHE,2020-10-15,71317.0,2613.0,1956.0,6.0
CHE,2020-10-16,74422.0,3105.0,1966.0,10.0
CHE,2020-10-17,74422.0,0.0,1973.0,7.0
CHE,2020-10-18,74422.0,0.0,1981.0,8.0
CHE,2020-10-19,83159.0,8737.0,1993.0,12.0
CHE,2020-10-20,86167.0,3008.0,2007.0,14.0
CHE,2020-10-21,91763.0,5596.0,2023.0,16.0
CHE,2020-10-22,97019.0,5256.0,2044.0,21.0
CHE,2020-10-23,103653.0,6634.0,2066.0,22.0
CHE,2020-10-24,103653.0,0.0,2096.0,30.0
CHE,2020-10-25,103653.0,0.0,2121.0,25.0
CHE,2020-10-26,121093.0,17440.0,2143.0,22.0
CHE,2020-10-27,127042.0,5949.0,2179.0,36.0
CHE,2020-10-28,135658.0,8616.0,2220.0,41.0
CHE,2020-10-29,145044.0,9386.0,2280.0,60.0
CHE,2020-10-30,154251.0,9207.0,2324.0,44.0
CHE,2020-10-31,154251.0,0.0,2378.0,54.0
CHE,2020-11-01,154251.0,0.0,2437.0,59.0
CHE,2020-11-02,176177.0,21926.0,2504.0,67.0
CHE,2020-11-03,182303.0,6126.0,2582.0,78.0
CHE,2020-11-04,192376.0,10073.0,2670.0,88.0
CHE,2020-11-05,202504.0,10128.0,2755.0,85.0
CHE,2020-11-06,211913.0,9409.0,2839.0,84.0
CHE,2020-11-07,211913.0,0.0,2908.0,69.0
CHE,2020-11-08,211913.0,0.0,2994.0,86.0
CHE,2020-11-09,229222.0,17309.0,3100.0,106.0
CHE,2020-11-10,235202.0,5980.0,3196.0,96.0
CHE,2020-11-11,243472.0,8270.0,3295.0,99.0
CHE,2020-11-12,250396.0,6924.0,3392.0,97.0
CHE,2020-11-13,257135.0,6739.0,3482.0,90.0
CHE,2020-11-14,257135.0,0.0,3567.0,85.0
CHE,2020-11-15,257135.0,0.0,3658.0,91.0
CHE,2020-11-16,269974.0,12839.0,3769.0,111.0
CHE,2020-11-17,274534.0,4560.0,3870.0,101.0
CHE,2020-11-18,280648.0,6114.0,3967.0,97.0
CHE,2020-11-19,285655.0,5007.0,4070.0,103.0
CHE,2020-11-20,290601.0,4946.0,4158.0,88.0
CHE,2020-11-21,290601.0,0.0,4235.0,77.0
CHE,2020-11-22,290601.0,0.0,4321.0,86.0
CHE,2020-11-23,300352.0,9751.0,4423.0,102.0
CHE,2020-11-24,304593.0,4241.0,4517.0,94.0
CHE,2020-11-25,309469.0,4876.0,4611.0,94.0
CHE,2020-11-26,313978.0,4509.0,4704.0,93.0
CHE,2020-11-27,318290.0,4312.0,4779.0,75.0
CHE,2020-11-28,318290.0,0.0,4857.0,78.0
CHE,2020-11-29,318290.0,0.0,4946.0,89.0
CHE,2020-11-30,327072.0,8782.0,5053.0,107.0
CHE,2020-12-01,330874.0,3802.0,5160.0,107.0
CHE,2020-12-02,335660.0,4786.0,5245.0,85.0
CHE,2020-12-03,340115.0,4455.0,5341.0,96.0
CHE,2020-12-04,344497.0,4382.0,5418.0,77.0
CHE,2020-12-05,344497.0,0.0,5494.0,76.0
CHE,2020-12-06,344497.0,0.0,5584.0,90.0
CHE,2020-12-07,354306.0,9809.0,5683.0,99.0
CHE,2020-12-08,358568.0,4262.0,5780.0,97.0
CHE,2020-12-09,363654.0,5086.0,5882.0,102.0
CHE,2020-12-10,368695.0,5041.0,5970.0,88.0
CHE,2020-12-11,373831.0,5136.0,6058.0,88.0
CHE,2020-12-12,373831.0,0.0,6137.0,79.0
CHE,2020-12-13,373831.0,0.0,6235.0,98.0
CHE,2020-12-14,384557.0,10726.0,6345.0,110.0
CHE,2020-12-15,388828.0,4271.0,6439.0,94.0
CHE,2020-12-16,394453.0,5625.0,6560.0,121.0
CHE,2020-12-17,399511.0,5058.0,6654.0,94.0
CHE,2020-12-18,403989.0,4478.0,6736.0,82.0
CHE,2020-12-19,403989.0,0.0,6803.0,67.0
CHE,2020-12-20,403989.0,0.0,6912.0,109.0
CHE,2020-12-21,413991.0,10002.0,7010.0,98.0
CHE,2020-12-22,418266.0,4275.0,7110.0,100.0
CHE,2020-12-23,423299.0,5033.0,7203.0,93.0
CHE,2020-12-24,428197.0,4898.0,7287.0,84.0
CHE,2020-12-25,428197.0,0.0,7352.0,65.0
CHE,2020-12-26,428197.0,0.0,7432.0,80.0
CHE,2020-12-27,428197.0,0.0,7536.0,104.0
CHE,2020-12-28,438284.0,10087.0,7609.0,73.0
CHE,2020-12-29,442481.0,4197.0,7703.0,94.0
CHE,2020-12-30,447905.0,5424.0,7796.0,93.0
CHE,2020-12-31,452296.0,4391.0,7873.0,77.0
CHE,2021-01-01,452296.0,0.0,7948.0,75.0
CHE,2021-01-02,452296.0,0.0,8009.0,61.0
CHE,2021-01-03,452296.0,0.0,8085.0,76.0
CHE,2021-01-04,461961.0,9665.0,8153.0,68.0
CHE,2021-01-05,465981.0,4020.0,8221.0,68.0
CHE,2021-01-06,470789.0,4808.0,8287.0,66.0
CHE,2021-01-07,474764.0,3975.0,8353.0,66.0
CHE,2021-01-08,477983.0,3219.0,8395.0,42.0
CHE,2021-01-09,477983.0,0.0,8459.0,64.0
CHE,2021-01-10,477983.0,0.0,8524.0,65.0
CHE,2021-01-11,484506.0,6523.0,8587.0,63.0
CHE,2021-01-12,487357.0,2851.0,8646.0,59.0
CHE,2021-01-13,490358.0,3001.0,8709.0,63.0
CHE,2021-01-14,492832.0,2474.0,8758.0,49.0
CHE,2021-01-15,495228.0,2396.0,8831.0,73.0
CHE,2021-01-16,495228.0,0.0,8871.0,40.0
CHE,2021-01-17,495228.0,0.0,8920.0,49.0
CHE,2021-01-18,499931.0,4703.0,8972.0,52.0
CHE,2021-01-19,502191.0,2260.0,9038.0,66.0
CHE,2021-01-20,504918.0,2727.0,9078.0,40.0
CHE,2021-01-21,507123.0,2205.0,9128.0,50.0
CHE,2021-01-22,509279.0,2156.0,9177.0,49.0
CHE,2021-01-23,509279.0,0.0,9224.0,47.0
CHE,2021-01-24,509279.0,0.0,9272.0,48.0
CHE,2021-01-25,513599.0,4320.0,9309.0,37.0
CHE,2021-01-26,515483.0,1884.0,9355.0,46.0
CHE,2021-01-27,517705.0,2222.0,9392.0,37.0
CHE,2021-01-28,519404.0,1699.0,9439.0,47.0
CHE,2021-01-29,521320.0,1916.0,9480.0,41.0
CHE,2021-01-30,521320.0,0.0,9487.0,7.0
CHE,2021-01-31,521320.0,0.0,9523.0,36.0
CHE,2021-02-01,525095.0,3775.0,9558.0,35.0
CHE,2021-02-02,526728.0,1633.0,9584.0,26.0
CHE,2021-02-03,528524.0,1796.0,9605.0,21.0
CHE,2021-02-04,530289.0,1765.0,9635.0,30.0
CHE,2021-02-05,531873.0,1584.0,9658.0,23.0
CHE,2021-02-06,531873.0,0.0,9688.0,30.0
CHE,2021-02-07,531873.0,0.0,9716.0,28.0
CHE,2021-02-08,535153.0,3280.0,9629.0,-87.0
CHE,2021-02-09,536516.0,1363.0,9760.0,131.0
CHE,2021-02-10,538118.0,1602.0,9785.0,25.0
CHE,2021-02-11,539474.0,1356.0,9799.0,14.0
CHE,2021-02-12,540727.0,1253.0,9815.0,16.0
CHE,2021-02-13,540727.0,0.0,9835.0,20.0
CHE,2021-02-14,540727.0,0.0,9853.0,18.0
CHE,2021-02-15,543207.0,2480.0,9872.0,19.0
CHE,2021-02-16,544282.0,1075.0,9881.0,9.0
CHE,2021-02-17,545535.0,1253.0,9903.0,22.0
CHE,2021-02-18,546754.0,1219.0,9913.0,10.0
CHE,2021-02-19,547775.0,1021.0,9925.0,12.0
CHE,2021-02-20,547775.0,0.0,9935.0,10.0
CHE,2021-02-21,547775.0,0.0,9946.0,11.0
CHE,2021-02-22,550224.0,2449.0,9958.0,12.0
CHE,2021-02-23,551355.0,1131.0,9969.0,11.0
CHE,2021-02-24,552698.0,1343.0,9980.0,11.0
CHE,2021-02-25,553867.0,1169.0,9994.0,14.0
CHE,2021-02-26,554932.0,1065.0,10002.0,8.0
CHE,2021-02-27,554932.0,0.0,10009.0,7.0
CHE,2021-02-28,554932.0,0.0,10016.0,7.0
CHE,2021-03-01,557492.0,2560.0,10027.0,11.0
CHE,2021-03-02,558622.0,1130.0,10035.0,8.0
CHE,2021-03-03,559845.0,1223.0,10043.0,8.0
CHE,2021-03-04,561068.0,1223.0,10049.0,6.0
CHE,2021-03-05,562290.0,1222.0,10059.0,10.0
CHE,2021-03-06,562290.0,0.0,10067.0,8.0
CHE,2021-03-07,562290.0,0.0,10074.0,7.0
CHE,2021-03-08,565034.0,2744.0,10083.0,9.0
CHE,2021-03-09,566412.0,1378.0,10093.0,10.0
CHE,2021-03-10,567903.0,1491.0,10105.0,12.0
CHE,2021-03-11,569312.0,1409.0,10113.0,8.0
CHE,2021-03-12,570645.0,1333.0,10120.0,7.0
CHE,2021-03-13,570645.0,0.0,10132.0,12.0
CHE,2021-03-14,570645.0,0.0,10143.0,11.0
CHE,2021-03-15,573815.0,3170.0,10152.0,9.0
CHE,2021-03-16,575253.0,1438.0,10164.0,12.0
CHE,2021-03-17,577111.0,1858.0,10175.0,11.0
CHE,2021-03-18,578861.0,1750.0,10181.0,6.0
CHE,2021-03-19,580609.0,1748.0,10189.0,8.0
CHE,2021-03-20,580609.0,0.0,10195.0,6.0
CHE,2021-03-21,580609.0,0.0,10202.0,7.0
CHE,2021-03-22,584252.0,3643.0,10207.0,5.0
CHE,2021-03-23,586096.0,1844.0,10219.0,12.0
CHE,2021-03-24,588118.0,2022.0,10229.0,10.0
CHE,2021-03-25,590164.0,2046.0,10241.0,12.0
CHE,2021-03-26,592217.0,2053.0,10245.0,4.0
CHE,2021-03-27,592217.0,0.0,10255.0,10.0
CHE,2021-03-28,592217.0,0.0,10264.0,9.0
CHE,2021-03-29,596790.0,4573.0,10271.0,7.0
CHE,2021-03-30,598713.0,1923.0,10285.0,14.0
CHE,2021-03-31,601124.0,2411.0,10297.0,12.0
CHE,2021-04-01,603092.0,1968.0,10308.0,11.0
CHE,2021-04-02,605342.0,2250.0,10313.0,5.0
CHE,2021-04-03,605342.0,0.0,10323.0,10.0
CHE,2021-04-04,605342.0,0.0,10331.0,8.0
CHE,2021-04-05,605342.0,0.0,10351.0,20.0
CHE,2021-04-06,610274.0,4932.0,10365.0,14.0
CHE,2021-04-07,612575.0,2301.0,10378.0,13.0
CHE,2021-04-08,615024.0,2449.0,10383.0,5.0
CHE,2021-04-09,617543.0,2519.0,10388.0,5.0
CHE,2021-04-10,617543.0,0.0,10392.0,4.0
CHE,2021-04-11,617543.0,0.0,10401.0,9.0
CHE,2021-04-12,623126.0,5583.0,10406.0,5.0
CHE,2021-04-13,625367.0,2241.0,10412.0,6.0
CHE,2021-04-14,627968.0,2601.0,10422.0,10.0
CHE,2021-04-15,630194.0,2226.0,10425.0,3.0
CHE,2021-04-16,632399.0,2205.0,10431.0,6.0
CHE,2021-04-17,632399.0,0.0,10441.0,10.0
CHE,2021-04-18,632399.0,0.0,10446.0,5.0
CHE,2021-04-19,637304.0,4905.0,10458.0,12.0
CHE,2021-04-20,639445.0,2141.0,10465.0,7.0
CHE,2021-04-21,642131.0,2686.0,10472.0,7.0
CHE,2021-04-22,644396.0,2265.0,10476.0,4.0
CHE,2021-04-23,646509.0,2113.0,10490.0,14.0
CHE,2021-04-24,646509.0,0.0,10495.0,5.0
CHE,2021-04-25,646509.0,0.0,10504.0,9.0
CHE,2021-04-26,651822.0,5313.0,10513.0,9.0
CHE,2021-04-27,653957.0,2135.0,10529.0,16.0
CHE,2021-04-28,656077.0,2120.0,10537.0,8.0
CHE,2021-04-29,658143.0,2066.0,10544.0,7.0
CHE,2021-04-30,659974.0,1831.0,10555.0,11.0
CHE,2021-05-01,659974.0,0.0,10565.0,10.0
CHE,2021-05-02,659974.0,0.0,10571.0,6.0
CHE,2021-05-03,663952.0,3978.0,10578.0,7.0
CHE,2021-05-04,665585.0,1633.0,10582.0,4.0
CHE,2021-05-05,667380.0,1795.0,10593.0,11.0
CHE,2021-05-06,669067.0,1687.0,10598.0,5.0
CHE,2021-05-07,670613.0,1546.0,10608.0,10.0
CHE,2021-05-08,670613.0,0.0,10612.0,4.0
CHE,2021-05-09,670613.0,0.0,10618.0,6.0
CHE,2021-05-10,674296.0,3683.0,10621.0,3.0
CHE,2021-05-11,675671.0,1375.0,10625.0,4.0
CHE,2021-05-12,677210.0,1539.0,10628.0,3.0
CHE,2021-05-13,677210.0,0.0,10632.0,4.0
CHE,2021-05-14,679510.0,2300.0,10637.0,5.0
CHE,2021-05-15,679510.0,0.0,10639.0,2.0
CHE,2021-05-16,679510.0,0.0,10647.0,8.0
CHE,2021-05-17,682160.0,2650.0,10650.0,3.0
CHE,2021-05-18,683400.0,1240.0,10654.0,4.0
CHE,2021-05-19,684954.0,1554.0,10660.0,6.0
CHE,2021-05-20,686152.0,1198.0,10663.0,3.0
CHE,2021-05-21,686152.0,0.0,10671.0,8.0
CHE,2021-05-22,687353.0,1201.0,10681.0,10.0
CHE,2021-05-23,687353.0,0.0,10684.0,3.0
CHE,2021-05-24,687353.0,0.0,10688.0,4.0
CHE,2021-05-25,690123.0,2770.0,10692.0,4.0
CHE,2021-05-26,691119.0,996.0,10693.0,1.0
CHE,2021-05-27,692111.0,992.0,10700.0,7.0
CHE,2021-05-28,693023.0,912.0,10705.0,5.0
CHE,2021-05-29,693023.0,0.0,10710.0,5.0
CHE,2021-05-30,693023.0,0.0,10710.0,0.0
CHE,2021-05-31,694740.0,1717.0,10712.0,2.0
CHE,2021-06-01,695496.0,756.0,10712.0,0.0
CHE,2021-06-02,696213.0,717.0,10715.0,3.0
CHE,2021-06-03,696801.0,588.0,10721.0,6.0
CHE,2021-06-04,697292.0,491.0,10726.0,5.0
CHE,2021-06-05,697292.0,0.0,10728.0,2.0
CHE,2021-06-06,697292.0,0.0,10732.0,4.0
CHE,2021-06-07,698369.0,1077.0,10734.0,2.0
CHE,2021-06-08,698798.0,429.0,10738.0,4.0
CHE,2021-06-09,698798.0,0.0,10741.0,3.0
CHE,2021-06-10,699697.0,899.0,10745.0,4.0
CHE,2021-06-11,700051.0,354.0,10747.0,2.0
CHE,2021-06-12,700051.0,0.0,10748.0,1.0
CHE,2021-06-13,700051.0,0.0,10749.0,1.0
CHE,2021-06-14,700735.0,684.0,10749.0,0.0
CHE,2021-06-15,700978.0,243.0,10752.0,3.0
CHE,2021-06-16,701260.0,282.0,10757.0,5.0
CHE,2021-06-17,701454.0,194.0,10759.0,2.0
CHE,2021-06-18,701627.0,173.0,10761.0,2.0
CHE,2021-06-19,701627.0,0.0,10762.0,1.0
CHE,2021-06-20,701627.0,0.0,10764.0,2.0
CHE,2021-06-21,701994.0,367.0,10764.0,0.0
CHE,2021-06-22,702124.0,130.0,10765.0,1.0
CHE,2021-06-23,702278.0,154.0,10766.0,1.0
CHE,2021-06-24,702398.0,120.0,10769.0,3.0
CHE,2021-06-25,702507.0,109.0,10771.0,2.0
CHE,2021-06-26,702507.0,0.0,10771.0,0.0
CHE,2021-06-27,702507.0,0.0,10773.0,2.0
CHE,2021-06-28,702746.0,239.0,10773.0,0.0
CHE,2021-06-29,702875.0,129.0,10775.0,2.0
CHE,2021-06-30,703004.0,129.0,10773.0,-2.0
CHE,2021-07-01,703176.0,172.0,10773.0,0.0
CHE,2021-07-02,703334.0,158.0,10773.0,0.0
CHE,2021-07-03,703334.0,0.0,10773.0,0.0
CHE,2021-07-04,703334.0,0.0,10774.0,1.0
CHE,2021-07-05,703783.0,449.0,10774.0,0.0
CHE,2021-07-06,704057.0,274.0,10774.0,0.0
CHE,2021-07-07,704352.0,295.0,10774.0,0.0
CHE,2021-07-08,704620.0,268.0,10774.0,0.0
CHE,2021-07-09,704943.0,323.0,10774.0,0.0
CHE,2021-07-10,704943.0,0.0,10774.0,0.0
CHE,2021-07-11,704943.0,0.0,10776.0,2.0
CHE,2021-07-12,705765.0,822.0,10776.0,0.0
CHE,2021-07-13,706248.0,483.0,10777.0,1.0
CHE,2021-07-14,706775.0,527.0,10777.0,0.0
CHE,2021-07-15,707357.0,582.0,10777.0,0.0
CHE,2021-07-16,707357.0,0.0,10777.0,0.0
CHE,2021-07-17,707976.0,619.0,10778.0,1.0
CHE,2021-07-18,707976.0,0.0,10778.0,0.0
CHE,2021-07-19,709536.0,1560.0,10778.0,0.0
CHE,2021-07-20,710243.0,707.0,10778.0,0.0
CHE,2021-07-21,711016.0,773.0,10780.0,2.0
CHE,2021-07-22,711877.0,861.0,10780.0,0.0
CHE,2021-07-23,712668.0,791.0,10780.0,0.0
CHE,2021-07-24,712668.0,0.0,10781.0,1.0
CHE,2021-07-25,712668.0,0.0,10782.0,1.0
CHE,2021-07-26,714414.0,1746.0,10784.0,2.0
CHE,2021-07-27,715267.0,853.0,10787.0,3.0
CHE,2021-07-28,716038.0,771.0,10791.0,4.0
CHE,2021-07-29,716865.0,827.0,10793.0,2.0
CHE,2021-07-30,717665.0,800.0,10793.0,0.0
CHE,2021-07-31,717665.0,0.0,10793.0,0.0
CHE,2021-08-01,717665.0,0.0,10794.0,1.0
CHE,2021-08-02,719684.0,2019.0,10794.0,0.0
CHE,2021-08-03,720743.0,1059.0,10796.0,2.0
CHE,2021-08-04,721776.0,1033.0,10796.0,0.0
CHE,2021-08-05,722801.0,1025.0,10796.0,0.0
CHE,2021-08-06,723968.0,1167.0,10797.0,1.0
CHE,2021-08-07,723968.0,0.0,10797.0,0.0
CHE,2021-08-08,723968.0,0.0,10798.0,1.0
CHE,2021-08-09,727113.0,3145.0,10800.0,2.0
CHE,2021-08-10,729024.0,1911.0,10802.0,2.0
CHE,2021-08-11,731148.0,2124.0,10805.0,3.0
CHE,2021-08-12,733275.0,2127.0,10807.0,2.0
CHE,2021-08-13,735375.0,2100.0,10808.0,1.0
CHE,2021-08-14,735375.0,0.0,10810.0,2.0
CHE,2021-08-15,735375.0,0.0,10813.0,3.0
CHE,2021-08-16,740954.0,5579.0,10817.0,4.0
CHE,2021-08-17,744106.0,3152.0,10819.0,2.0
CHE,2021-08-18,747396.0,3290.0,10821.0,2.0
CHE,2021-08-19,750186.0,2790.0,10828.0,7.0
CHE,2021-08-20,752761.0,2575.0,10834.0,6.0
CHE,2021-08-21,752761.0,0.0,10838.0,4.0
CHE,2021-08-22,752761.0,0.0,10841.0,3.0
CHE,2021-08-23,758984.0,6223.0,10845.0,4.0
CHE,2021-08-24,761978.0,2994.0,10853.0,8.0
CHE,2021-08-25,765190.0,3212.0,10857.0,4.0
CHE,2021-08-26,768001.0,2811.0,10863.0,6.0
CHE,2021-08-27,770765.0,2764.0,10870.0,7.0
CHE,2021-08-28,770765.0,0.0,10878.0,8.0
CHE,2021-08-29,770765.0,0.0,10883.0,5.0
CHE,2021-08-30,776962.0,6197.0,10895.0,12.0
CHE,2021-08-31,779666.0,2704.0,10899.0,4.0
CHE,2021-09-01,782869.0,3203.0,10907.0,8.0
CHE,2021-09-02,785696.0,2827.0,10911.0,4.0
CHE,2021-09-03,785696.0,0.0,10918.0,7.0
CHE,2021-09-04,785696.0,0.0,10920.0,2.0
CHE,2021-09-05,785696.0,0.0,10927.0,7.0
CHE,2021-09-06,785696.0,0.0,10930.0,3.0
CHE,2021-09-07,798497.0,12801.0,10927.0,-3.0
CHE,2021-09-08,802048.0,3551.0,10940.0,13.0
CHE,2021-09-09,805164.0,3116.0,10945.0,5.0
CHE,2021-09-10,808058.0,2894.0,10952.0,7.0
CHE,2021-09-11,808058.0,0.0,10951.0,-1.0
CHE,2021-09-12,808058.0,0.0,10952.0,1.0
CHE,2021-09-13,814118.0,6060.0,10967.0,15.0
CHE,2021-09-14,816110.0,1992.0,10974.0,7.0
CHE,2021-09-15,818715.0,2605.0,10980.0,6.0
CHE,2021-09-16,820982.0,2267.0,10991.0,11.0
CHE,2021-09-17,823078.0,2096.0,10999.0,8.0
CHE,2021-09-18,823078.0,0.0,10999.0,0.0
CHE,2021-09-19,823078.0,0.0,11000.0,1.0
CHE,2021-09-20,827111.0,4033.0,11015.0,15.0
CHE,2021-09-21,828347.0,1236.0,11021.0,6.0
CHE,2021-09-22,830251.0,1904.0,11027.0,6.0
CHE,2021-09-23,831881.0,1630.0,11034.0,7.0
CHE,2021-09-24,833385.0,1504.0,11042.0,8.0
CHE,2021-09-25,833385.0,0.0,11043.0,1.0
CHE,2021-09-26,833385.0,0.0,11043.0,0.0
CHE,2021-09-27,836483.0,3098.0,11060.0,17.0
CHE,2021-09-28,837769.0,1286.0,11073.0,13.0
CHE,2021-09-29,839219.0,1450.0,11079.0,6.0
CHE,2021-09-30,840363.0,1144.0,11087.0,8.0
CHE,2021-10-01,841573.0,1210.0,11093.0,6.0
CHE,2021-10-02,841573.0,0.0,11093.0,0.0
CHE,2021-10-03,841573.0,0.0,11093.0,0.0
CHE,2021-10-04,844209.0,2636.0,11103.0,10.0
CHE,2021-10-05,845234.0,1025.0,11107.0,4.0
CHE,2021-10-06,846327.0,1093.0,11125.0,18.0
CHE,2021-10-07,847452.0,1125.0,11118.0,-7.0
CHE,2021-10-08,848418.0,966.0,11120.0,2.0
CHE,2021-10-09,848418.0,0.0,11120.0,0.0
CHE,2021-10-10,848418.0,0.0,11120.0,0.0
CHE,2021-10-11,850684.0,2266.0,11133.0,13.0
CHE,2021-10-12,851610.0,926.0,11140.0,7.0
CHE,2021-10-13,852658.0,1048.0,11146.0,6.0
CHE,2021-10-14,853637.0,979.0,11152.0,6.0
CHE,2021-10-15,854591.0,954.0,11158.0,6.0
CHE,2021-10-16,854591.0,0.0,11157.0,-1.0
CHE,2021-10-17,854591.0,0.0,11156.0,-1.0
CHE,2021-10-18,856957.0,2366.0,11162.0,6.0
CHE,2021-10-19,858198.0,1241.0,11168.0,6.0
CHE,2021-10-20,859646.0,1448.0,11173.0,5.0
CHE,2021-10-21,861123.0,1477.0,11178.0,5.0
CHE,2021-10-22,862411.0,1288.0,11182.0,4.0
CHE,2021-10-23,862411.0,0.0,11181.0,-1.0
CHE,2021-10-24,862411.0,0.0,11182.0,1.0
CHE,2021-10-25,865708.0,3297.0,11193.0,11.0
CHE,2021-10-26,865708.0,0.0,11204.0,11.0
CHE,2021-10-27,869044.0,3336.0,11207.0,3.0
CHE,2021-10-28,870837.0,1793.0,11219.0,12.0
CHE,2021-10-29,872558.0,1721.0,11233.0,14.0
CHE,2021-10-30,872558.0,0.0,11233.0,0.0
CHE,2021-10-31,872558.0,0.0,11234.0,1.0
CHE,2021-11-01,877098.0,4540.0,11242.0,8.0
CHE,2021-11-02,879051.0,1953.0,11259.0,17.0
CHE,2021-11-03,881660.0,2609.0,11261.0,2.0
CHE,2021-11-04,884597.0,2937.0,11265.0,4.0
CHE,2021-11-05,887446.0,2849.0,11273.0,8.0
CHE,2021-11-06,887446.0,0.0,11274.0,1.0
CHE,2021-11-07,887446.0,0.0,11274.0,0.0
CHE,2021-11-08,894093.0,6647.0,11282.0,8.0
CHE,2021-11-09,897078.0,2985.0,11295.0,13.0
CHE,2021-11-10,901228.0,4150.0,11306.0,11.0
CHE,2021-11-11,905112.0,3884.0,11309.0,3.0
CHE,2021-11-12,909038.0,3926.0,11325.0,16.0
CHE,2021-11-13,909038.0,0.0,11325.0,0.0
CHE,2021-11-14,909038.0,0.0,11326.0,1.0
